,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Species
5235,04-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Surfing,M,26,"FATAL, disappeared, then his shark-bitten remains washed ashore ",-
5236,11-Dec-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy River at  Rockhampton,Swimming,M,20,Survived,-
5237,27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",Fell from his father's back into the water,M,8,"FATAL, disappeared, body not recovered",-
5238,27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River","Wading to dinghy, carrying his son",M,40,"Right hip, buttock, elbow, arm & wrist bitten",-
5239,Reported 15-Nov-1921,1921.0,Unprovoked,FIJI,Viti Levu Island,Rewa River,Swimming,-,-,FATAL,-
5240,12-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Off Hinchinbrook Island,Diving for beche-de-mer ,M,-,Lacerations to right arm & chest,-
5241,04-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Barrier Reef,Diving for beche-de-mer,M,22,"Left thigh bitten, FATAL",-
5242,Sep-1921,1921.0,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,-,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,"Blue shark, 4' "
5243,Reported 29-Aug-1929,1921.0,Unprovoked,AUSTRALIA,Torres Strait,-,-,M,-,Lacerations to arm,-
5244,28-Aug-1921,1921.0,Unprovoked,PHILIPPINES,Luzon Island,"Fort Frank, Manila Bay",Swimming,M,21,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",-
5245,21-Jul-1921,1921.0,Unprovoked,CUBA,-,Havana Harbor,Fell overboard,M,-,FATAL,-
5246,Reported 11-Jan-1921,1921.0,Invalid,PHILIPPINES,"Cavite Province, Luzon",-,-,-,-,Buttons & shoes found in shark caught in fish trap,Questionable
5247,29-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Wading,M,-,Lacerations to leg & hand,4' to 5' shark
5248,22-Aug-1921,1921.0,Unprovoked,HAITI,Cape Haitien,Marine Dock,Dived into a school of baitfish,M,-,"FATAL, large wound on thigh",Comrades saw shark's tail appear about 5' away
5249,22-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Standing,M,-,"Minor injuries to leg, hand & fingers","15* to 24"" dog shark"
5250,04-Nov-1920,1920.0,Sea Disaster,PHILIPPINES,Leyte,-,The coastwise steamer San Basilio capsized in a typhoon,M,-,FATAL,-
5251,14-Jul-1920,1920.0,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming ,M,30,Thought to have been taken by a shark. Body was not recovered,Questionable
5252,Reported 06-Jul-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,200 miles from MacKay,Diving for trochus shell,M,-,Severe lacerations to right shoulder & arm,-
5253,29-Jun-1920,1920.0,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming ,M,13,Knee & thigh bitten,-
5254,27-Jun-1920,1920.0,Provoked,CANADA,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Harpooned shark,-,-,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",15'
5255,08-Mar-1920,1920.0,Unprovoked,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Boat capsized, swimming to shore",M,20,"Tossed in air by shark, sustained abrasions",-
5256,Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,-,Diving,M,-,Lacerations to foot,-
5257,03-Feb-1920,1920.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Floating face down,F,18,Abdomen bitten,-
5258,Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,Arlington Reef,Free diving,M,-,FATAL,-
5259,15-Jan-1920,1920.0,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming ,M,12,Leg bitten. FATAL,-
5260,1920s,1920.0,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,M,-,FATAL,-
5261,1920,1920.0,Unprovoked,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",-,F,-,"""Recovered""",-
5262,1920,1920.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Splashing,M,12,Thigh & buttocks bitten. Not known if he survived.,-
5263,Reported 30-Dec-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,M,29,Lacerations to left leg,-
5264,07-Dec-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",Swimming,M,47,"FATAL, left leg & calf bitten, leg surgically amputated ",-
5265,18-Nov-1919,1919.0,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Sitting in a boat,M,-,Lacerations to buttocks,-
5266,12-Sep-1919,1919.0,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,-,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",-
5267,10-Aug-1919,1919.0,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,-,Laceration to left thigh,-
5268,29-May-1919,1919.0,Unprovoked,USA,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",M,-,Left foot bitten & abraded,-
5269,06-Apr-1919,1919.0,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,-,FATAL,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum"
5270,16-Mar-1919,1919.0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Cutter capsized,M,-,Shark involvement not confirmed,Shark involvement prior to death unconfirmed
5271,17-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,-,"Multiple injuries, left leg surgically amputated at knee",3.7 m to 4.3 m [12' to 14']  shark
5272,15-Jan-1919,1919.0,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,F,-,Leg bitten,-
5273,09-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Wading,M,13,"FATAL, right thigh bitten ",12' shark
5274,05-Jan-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Wading (shrimping),M,38,"FATAL, thigh bitten, leg amputated ",-
5275,Reported to have taken place in 1919,1919.0,Boating,ITALY,-,Savona,Fishing,M,-,No injury,13' shark
5276,1919,1919.0,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,-,Leg severed,-
5277,Nov-1918,1918.0,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,-,FATAL,-
5278,Nov-1918,1918.0,Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,-,"FATAL, ""men snatched from rafts by sharks""   ","Tiger sharks, 2.4 m to 4.9 m [8' to 16'] "
5279,19-Sep-1918,1918.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,M,22,FATAL,-
5280,22-Mar-1918,1918.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,-,"Severe laceration to arm, necessitating surgical amputation at the elbow",12' shark
5281,1918,1918.0,Unprovoked,AUSTRALIA,Queensland,Near Cairns,Diving,M,-,Survived,-
5282,15-Dec-1917,1917.0,Unprovoked,AUSTRALIA,Western Australia,Port Hedland,Swimming,M,-,Lacerations to left leg,-
5283,Nov-1917,1917.0,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Wreck of the tug Magellan,M,-,FATAL,-
5284,21-Sep-1917,1917.0,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",M,-,Left knee lacerated,-
5285,09-Sep-1917,1917.0,Provoked,USA,Hawaii,"Nanakuli, Oah’u",Stuffing a shark into an automobile,M,-,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,12' shark
5286,Sep-1917,1917.0,Unprovoked,PANAMA,Colon,-,Swimming to shore from the Medic,M,-,FATAL,-
5287,18-Jul-1917,1917.0,Unprovoked,USA,Florida,Florida Keys ,Diving,M,-,FATAL,-
5288,15-Jul-1917,1917.0,Sea Disaster,IRELAND,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,M,-,"FATAL, only 1 survivor",-
5289,03-Jun-1917,1917.0,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,M,-,Right arm bitten,-
5290,31-May-1917,1917.0,Unprovoked,PHILIPPINES,Luzon Island,Canacao Bay,Swimming,M,-,"FATAL, abdominal cavity removed ",-
5291,Reported 05-May-1917,1917.0,Unprovoked,KUWAIT,-,-,Diving for pearls,M,-,Torso bitten,-
5292,1917,1917.0,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving for sponges,M,-,"Bitten by shark, but  repelled it with his 'skandalopetra' ",-
5293,30-Dec-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,M,25,Right calf bitten,-
5294,08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,M,41,"FATAL, right arm severed, chest punctured ",-
5295,08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,F,-,Leg nipped by shark,-
5296,15-Nov-1916,1916.0,Provoked,PANAMA,-,Panama Canal,-,M,-,"""Severely bitten""",-
5297,10-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,-,FATAL,-
5298,09-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,M,27,FATAL,-
5299,11-Oct-1916,1916.0,Provoked,USA,Florida,"Sewell’s Point, near Palm Beach","Fishing, attempted to take a netted shark",M,-,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",-
5300, 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,Grand Lake,Netting shrimp,M,-,Lower left leg severely bitten & became septic. Not known if he survived,-
5301,26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,-,Arm severely lacerated,-
5302,13-Jul-1916,1916.0,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,F,-,"No attack,  no injury",-
5303,13-Jul-1916,1916.0,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,-,Ankle bruised,-
5304,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,12,"Lower left leg bitten, surgically amputated",Said to involve a 2.7 m [9'] shark
5305,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,M,24,"FATAL, thigh bitten ",3 m [10'] shark
5306,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,10,"FATAL, legs & torso bitten ",-
5307,11-Jul-1916,1916.0,Sea Disaster,BAHAMAS,-,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,-,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",-
5308,08-Jul-1916,1916.0,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,-,Survived,-
5309,07-Jul-1916,1916.0,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,M,-,Right foot severed,-
5310,06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,-,FATAL,Thought to involve a 2.6 m [8.5'] white shark
5311,01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,24,"FATAL, left leg bitten",Thought to involve a 2.6 m [8.5'] white shark
5312,30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,10 or 12,Heel bitten,-
5313,Reported 24-Jun-1916,1916.0,Unprovoked,ATLANTIC OCEAN,-,-,Jumped overboard from Norwegian steamship Venator,M,-,Presumed FATAL,-
5314,23-Jun-1916,1916.0,Provoked,USA,Florida,-,-,M,26,Leg bitten by shark hooked shark PROVOKED INCIDENT,-
5315,Reported 25-Apr-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,M,-,FATAL,-
5316,03-Apr-1916,1916.0,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,M,17,FATAL,-
5317,19-Mar-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,M,-,Minor lacerations to heel,-
5318,Reported 09-Dec-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,M,-,"Arm severed, lacerations to thigh",-
5319,10-Nov-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,M,10,Severe bite to arm,-
5320,08-Nov-1914,1915.0,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,-,Severe lacerations to feet & ankles,-
5321,03-Aug-1915,1915.0,Unprovoked,USA,Florida,"St. Augustine, St Johns County",-,M,-,Laceration to left leg,-
5322,Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,M,-,FATAL,-
5323,Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,-,Santa Maria Bar,Wading,M,-,FATAL,-
5324,Reported 15-May-1915,1915.0,Invalid,EGYPT,-,Alexandria,Fell overboard,M,-,Shark involvement not confirmed,Shark involvement prior to death unconfirmed
5325,29-Mar-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Skin diving for trepang but at surface next to the boat,M,-,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",3 m [10'] shark
5326,06-Feb-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,M,-,Foot bitten,-
5327,13-Jan-1915,1915.0,Invalid,NEW ZEALAND,North Island,Otaki,Fishing,M,-,Death may have been due to drowning,Shark involvement prior to death unconfirmed
5328,01-Jan-1915,1915.0,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,17,FATAL,-
5329,Ca. 1915,1915.0,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",-,M,-,"Fatal, drowning or scavenging","Reported to involve a 3.7 m [12'] shark, possibly a white shark"
5330,Reported 04-Dec-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,M,-,Lacerations to right thigh and knee,-
5331,17-Oct-1914,1914.0,Sea Disaster,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,F,-,Thigh bitten,-
5332,Reported 26-Sep-1914,1914.0,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,M,-,FATAL,"A 20' shark known as ""Old Tom"""
5333,09-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,17,FATAL,-
5334,Reported 15-Jul-1914,1914.0,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,F,-,"No injury, shark grabbed clothes",1.5 m [5'] shark
5335,Reported 09-Jul-1914,1914.0,Provoked,USA,Louisiana,New Orleans,Fishing,M,-,PROVOKED INCIDENT    Legs severed by shark entangled in his net,-
5336,07-Jul-1914,1914.0,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,-,M,-,"No injury, shark nudged raft and circled for 2 hrs.",6 m shark
5337,13-Jun-1914,1914.0,Boating,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing boat,M,-,"No injury, shark bit paddle and stern of boat",-
5338,10-Jun-1914,1914.0,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,M,43,FATAL,-
5339,31-May-1914,1914.0,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming ashore from swamped 13-ft boat,M,-,FATAL x 2,-
5340,14-May-1914,1914.0,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,-,PROVOKED INCIDENT Lacerations to right hand by hooked shark,3' shark
5341,Reported 14-Mar-1914,1914.0,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,-,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Shark involvement prior to death unconfirmed
5342,Reported 10-Mar-1914,1914.0,Sea Disaster,GUYANA,Essequibo,Essequibo River Mouth,Boat swamped,M,-,FATAL,-
5343,03-Mar-1914,1914.0,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,-,FATAL,-
5344,Reported 09-Feb-1914,1914.0,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Wading,M,-,Lacerations to foot,said to involve a tiger shark
5345,  03-Feb-1914,1914.0,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,M,-,Lacerations to arms,-
5346,Reported 17-Jan-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,F,-,Laceration to leg,-
5347,1914,1914.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,-,F,-,No details,-
5348,Reported 30-Dec-1913,1913.0,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,-,-,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,13' shark
5349,Reported 26-Dec-1913,1913.0,Sea Disaster,CUBA,-,off Neuvitas,-,M,-,FATAL,-
5350,27-Nov-1913,1913.0,Unprovoked,NIGERIA,Lagos ,Lagos,Boat swamped,M,-,FATAL,-
5351,21-Nov-1913,1913.0,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,M,12,Calf severely bitten;  leg surgically amputated,-
5352,21-Sep-1913,1913.0,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",-,M,-,Major injuries but survived,Said to involve a 2.4 m [8'] hammerhead shark
5353,03-Sep-1913,1913.0,Provoked,CROATIA,Istria County,Pula,-,M,-,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,2 m shark
5354,Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Lavalette, Ocean County",-,M,-,Man's leg recovered from 800-lb shark,Shark involvement prior to death unconfirmed
5355,Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",-,F,-,Female foot recovered from shark,Shark involvement prior to death unconfirmed
5356,26-Aug-1913,1913.0,Invalid,ITALY,Trieste,-,-,-,-,Human casualties,Shark involvement prior to death unconfirmed
5357,12-July-1913,1913.0,Unprovoked,USA,South Carolina,Charleston,-,M,-,FATAL,-
5358,Reported 10-Jul-1913,1913.0,Unprovoked,COSTA RICA,-,Port Limon,Swimming,M,-,FATAL,-
5359,21-May-1913,1913.0,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,-,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",-
5360,02-May-1913,1913.0,Provoked,AUSTRALIA,New South Wales,-,Hauling in net,M,-,Lacerations to thigh by netted shark PROVOKED INCIDENT,-
5361,27-Mar-1913,1913.0,Unprovoked,SAMOA,Upolu Island,Apia Harbor,-,M,-,Leg severed,-
5362,Jan-1913,1913.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,-,"Head, neck & left shoulder bitten",Tiger shark 
5363,1913,1913.0,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming after his hat,M,-,FATAL,-
5364,1913,1913.0,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,M,-,FATAL,-
5365,1913,1913.0,Unprovoked,AUSTRALIA,Victoria,Brighton,-,M,-,Arm severed,-
5366,Reported 30-Nov-1912,1912.0,Sea Disaster,PHILIPPINES,-,-,Swimming from foundered vessel,F,19,FATAL,-
5367,30-Aug-1912,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,12,FATAL,-
5368,23-Jul-1912,1912.0,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,-,Toes severed,8' shark
5369,Reported 06-Jul-1912,1912.0,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,-,FATAL,-
5370,04-May-1912,1912.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,-,M,-,-,Shark involvement prior to death unconfirmed
5371,18-Mar-1912,1912.0,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,-,"""Slight laceration to leg""",-
5372,22-Feb-1912,1912.0,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,M,-,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",-
5373,19-Feb-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,18,Left calf & heel bitten,-
5374,03-Feb-1912,1912.0,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,-,Left shoulder & both legs bitten,-
5375,26-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,M,21,FATAL,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
5376,Reported 13-Jan-1912,1912.0,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,M,7,FATAL,-
5377,06-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,-,M,-,Thigh & lower abdomen severely bitten,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
5378,01-Jan-1912,1912.0,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,-,FATAL,-
5379,1912,1912.0,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,-,FATAL,White shark
